,static,sentence
4498,风扇支架,"用户反映车子发动机风扇有异响。,客户来电反映车子发动机异响,风扇支架轴承磨损"
4499,工作泵,"工作泵漏油,在使用过程发现工作泵漏油,工作泵后盖漏油"
4500,螺栓,"机子漏油,该机流量放大阀漏油,该机流量放大阀上的堵头螺栓过于松动，机子在运转时漏液压油"
4501,前传动轴及支承总成,"传动轴坏,用户反应传动轴异响,前传动轴法兰盘花键间隙过大，更换前传及支总成后试车正常"
4502,加力器,"前加力器漏油,加力器加油杯喷油,有空气"
4503,手刹间隙,"客户反应说手刹切断阀没用,客户反应说手刹切断阀坏了,手刹切断阀放下车子不走，调了切断阀间隙后，车子正常"
4504,风扇支架,"风扇摆动过大,风扇摆动过大,起动后风扇摆动过大，检查风扇驱动皮带张紧器正常，检查冷却风扇正常，检查各部件皮带轮正常，检查风扇支架有间隙过大导致风扇摆动过大"
4505,油管接头,"漏油,漏油,经到现场检查发现先导供油阀管路节头松动导致漏油维修后试车工作正常。"
4506,气管接头,"漏气,漏气,制动阀气管组合垫损坏"
4507,螺栓,"行车时前传动轴跳动,行车时传动轴上下跳动,松动"
4508,放水阀,"储气筒排水阀漏气,储气筒放水阀漏气,放水阀失效"
4509,手刹间隙,"1.大灯不亮2.车子有时不走。,客户报修车子有时挂挡不走,调整手刹与按钮阀间隙后恢复正常。"
4510,风扇,"风扇叶损坏,发动机散热风扇叶损坏,风扇轴承座无损坏，风扇无打对风罩，风扇叶断裂损坏，更换风扇总成，试车正常，故障排除"
4511,继电器,"空调不凉,空调没有电,继电器损坏"
4512,气管接头,"打气慢,打气慢,紧固空压机管路接头后试车正常"
4513,手刹间隙,"刹车不灵,手刹失效,手刹的间隙调整螺丝松动，间隙过大"
4514,空调压缩机,"空调不制冷,空调不制冷,压缩机损坏"
4515,加力器,"漏油,加力器喷油,经服务人员更换新的加力器总成后故障排除，整机运行良好。"
4516,气制动阀总成,"漏气,气制动阀漏气。,磨损漏气。"
4517,风扇支架,"发动机异响,发动机工作时异响,打开后机罩检查发现皮带损坏风扇支架轴承松散，轴承损坏。需为客户更换风扇支架及皮带后工作恢复正常。"
4518,风扇,"该车工作时，发动机有异响,该车冷却液泄漏，导致水温高,水箱散热器泄漏"
4519,推拉软轴,"装载机小臂重,小臂拉线重,推拉软轴进灰。"
4520,加力器,"加力器漏气,加力器漏气,加力器漏气"
4521,O型圈,"后轮无刹车,管头O型圈坏,管头O型圈坏"
4522,下铰接螺栓,"铰接销异响,铰接销异响,经更换配件后，试机运作正常"
4523,前传动轴及支承总成,"传动轴损坏,前传动轴断裂,前传动轴断裂，更换新件后使用 后正常"
4524,换档软轴,"挂挡不走，跳档,挂一档不走或者变成二档,变速操纵软轴长度间隙调整不到位，"
4525,按钮阀,"漏气，无法正常工作,漏气，无法正常工作,按钮阀损坏,,"
4526,推拉软轴,"大臂举升慢,大臂举升慢,调整软轴，紧固螺丝故障排除"
4527,空调继电器,"空调不凉,空调不凉,继电器损坏"
4528,左门锁,"门锁坏,在驾驶室里打不开门,门锁拉线断"
4529,螺栓,"软轴操作费力,传动轴螺栓断裂丢失,螺栓断裂"
4530,推拉软轴,"软轴操作费力,软轴操作费力,软轴磨损"
4531,螺栓,"漏油,漏油,经到现场检查发转向油缸管路螺丝松动导致漏油，经维修后试车工作正常"
4532,推拉软轴,"车无力,大臂无力,大臂拉线调整螺母松动"
4533,手刹间隙,"车不走,车不走,按钮阀 调整间隙大"
4534,左门锁,"门锁损坏，锁不了门。,客户反应机子驾驶室门无法上锁。,锁芯损坏。"
4535,下铰接螺栓,"下铰接罗丝断裂。,交接，螺丝断,交接螺丝断,"
4536,GPS,"GBS卫星定位跟踪器无信号,无定位，无小时显示,损坏"
4537,空调继电器,"压缩机坏,压缩机没电到。检查电路。发现继电器的断脚。。更换继电器。,压缩机没电到。检查电路。发现继电器的断脚。。更换继电器。"
4538,左门锁,"门锁坏,客户反馈门锁坏打不开，,从新跟换门锁后试机正常"
4539,风扇,"风扇坏了。,用户反应风扇坏了,风扇损坏。失效。"
4540,O型圈,"该机在工作时漏油,该机在工作时外部漏油,漏油"
4541,喇叭,"喇叭不响,电喇叭不响,电喇叭接触不良良，更换电喇叭后工作正常。"
4542,风扇,"客户反应发动机抖动,整机工作时抖动,发动机风扇叶片断裂导致"
4543,左门锁,"左门锁无法打开,左门锁无法启动,更换左门锁后恢复正常"
4544,左门锁,"更换门锁,左门锁损坏卡扣断裂,左门锁损坏卡扣断裂"
4545,空调压缩机,"空调压缩机异响声大。,用户反应该机工作时空调压缩机响声大,经拆卸更换新压缩机重新装配，抽出真空加注冷媒后试机，该机空调压缩机响声消失，故障排除"
4546,雨刮总成,"雨刮器不喷水  雨刮器不工作,雨刮器不工作,连接雨刮电机线路破损断路导致雨刮电机不工作没有反应重新接好线包好线路试车问题已解决"
4547,螺栓,"刹车漏油,前桥右侧后夹鉗排气螺栓漏油,排气螺栓松动"
4548,O型圈,"分配阀漏油,用户反应该车分配阀漏油,微维修人员更换O形圈后整车回复正常"
4549,左门锁,"左侧门锁不住，内部锁芯卡死,左侧门锁芯卡死,锁芯卡死"
4550,空调压缩机,"空调异响,压缩机异响,电磁离合器打滑"
4551,风扇,"风扇烂,用户反馈该机发动机风扇烂,维修更换新件后，故障排除。"
4552,加力器,"刹车不灵,刹车不灵,加力器损坏，"
4553,推拉软轴,"大臂不起,大臂不起,拉线脱落"
4554,压缩机皮带,"空调皮带异响,空调皮带异响,皮带松动"
4555,O型圈,"该机在工作时漏油,该机在工作时漏油,O型圈损坏"
4556,推拉软轴,"操作软轴卡顿,操作软轴沉卡顿,操作软轴沉"
4557,油门踏板,"油门踏板不回位,踩油门阻力太小，偶尔,油门不回位,油门踏板断裂"
4558,空调继电器,"空调不能制冷,空调面板无电，无法开启空调,继电器损坏"
4559,O型圈,"油管接头漏油！,工作泵外部测压孔处漏油！,o型圈损坏！"
4560,风扇,"发动机抖动,客户反应铲车抖动,风扇叶断裂"
4561,工作泵,"动臂不起,整机工作系统压力不起，动臂举升无力，速度慢,磨损"
4562,放水阀,"喷水泵坏及放水阀损坏,手动放水阀损坏漏气,损坏"
4563,雨刮总成,"维修雨刮器不工作,雨刮器电机不工作,损坏"
4564,O型圈,"动臂油缸铁管漏油,漏油,0形圆损坏"
4565,组合阀,"无排气,不排气,组合阀损坏"
4566,O型圈,"液压泵漏油,该机工作时液压泵处有漏油现象,更换新O行密封圈后工作运转正常"
4567,O型圈,"用户反应散热器位置有漏油,液压油散热器管接头漏油,接头O型圈损坏，导致漏油，更换新的以后，试机整机运转正常"
4568,加力器,"后轮无刹车，造成整车刹车不稳定,加力器踩下时液位无响应,加力器损坏失效"
4569,加力器,"无刹车,加力器油杯松动漏油,松动"
4570,空调压缩机,"无空调,压缩机吸盘不转卡死,卡死"
4571,加力器,"无刹车,无刹车,加力器埙坏"
4572,起动机,"启动机无反应,启动机不起动,更换"
4573,加力器,"维修刹车不灵,刹车不灵,,,加力器损坏导致刹车不灵敏,"
4574,螺栓,"漏油,客户反应漏油,重新调整紧固后试车正常"
4575,前桥螺栓,"异响,客户反应异响,重新更换固定螺丝后试车正常"
4576,手刹间隙,"整机不行走,整机不行走,提车制动间隙过大。"
4577,风扇,"风扇坏,风扇叶片断裂,风扇叶片断裂"
4578,加力器,"加力泵漏油,加力泵漏油,加力器串气，导致油杯中有气泡，往外冒油"
4579,左门锁,"空调不制冷，左门锁关不了,左门锁关不了,左门锁损坏"
4580,喇叭,"喇叭声音小，有事不响,声音小偶尔没有,喇叭坏了"
4581,喇叭,"电啦叭不响,电啦叭时响，时不响,电啦叭内部故障"
4582,推拉软轴,"大臂举升慢,经检查动臂提升慢,松动"
4583,风扇,"风扇断裂,该机水温高、是因风扇叶子损坏所致。,风扇叶子严重损坏。"
4584,螺栓,"驾驶下漏油,液压管路漏油,漏油"
4585,螺栓,"手刹不好用,客户手刹不好用,重新紧固后试车正常"
4586,空调压缩机,"驾驶员说刹车异响,加油门有声音,压缩机开空调发出异响"
4587,继电器,"空调不凉,空调不出风,更换后故障排除"
4588,前传动轴及支承总成,"传动轴松旷异响,机子行走时下车部分有异响,传动轴损坏导致松旷异响"
4589,加力器,"刹车失灵,刹车失灵,加力器卡死"
4590,组合阀,"刹车不灵,刹车不灵，气压打不上,组合阀一直排气导致气压打不上更换组合阀，试车正常，气压够刹车正常，故障排除"
4591,油管接头,"漏油,流量放大阀漏油,经把螺丝拧紧后工作正常"
4592,压缩机皮带,"空调皮带响，清洗柴油箱,,清洗柴油箱。,空调皮带响,柴油箱脏，空调皮带损坏"
4593,风扇,"风扇叶子损坏,风扇叶片断裂，水箱损坏,风扇叶片断裂，水箱损坏"
4594,左门锁,"门锁损坏,开门锁卡顿,自然损坏"
4595,压缩机皮带,"加速皮带响声大,皮带响,皮带响"
4596,压缩机皮带,"空调异响,空调异响。,空调压缩机三角皮带松动。"
4597,压缩机皮带,"空调异响,空调异响,皮带松"
4598,螺栓,"漏气,漏气,气泵接头松动"
4599,压缩机皮带,"异响,客户反应机子开空调异响。,压缩机皮带松。"
4600,气管接头,"异响,后加力器管路漏气,损"
4601,空调继电器,"空调不凉,空调不凉,损坏"
4602,空调继电器,"空调不工作,空调不工作,保险盒空调继电器针脚松动接触不良，导致空调继电器无法正常吸合工作"
4603,雨刮总成,"雨刮器失灵,雨刮器失灵,线路对地短路"
4604,冷媒,"空调不制冷,空调不制冷,冷剂压力过高，"
4605,空调压缩机,"空调不凉,空调不凉,空调压缩机损坏"
4606,气管接头,"漏气,客户报修漏气,加装组合垫紧固螺栓后试车正常"
4607,组合阀,"气压不排气到红线,漏气，不排气,损坏"
4608,上罩支架,"用户报修该机发动机上罩支架异响,用户报修该机支动机上罩异响,断裂"
4609,液位计,"液压油箱液位计漏油,液压油箱漏油,液位计漏油"
4610,换档软轴,"方向盘卡死，座椅失效。,方向盘锁死，,软轴断裂"
4611,手刹间隙,"手刹不好用,手刹不好用,调整好间隔工作正常"
4612,O型圈,"漏油,漏油,更换新的0型圈后工作正常"
4613,加力器,"机子两前轮无刹车,机子两前轮无刹车,加力器密封件磨损导致无刹车"
4614,加力器,"加力器反油,加力泵反油刹车不好用,加力泵损坏"
4615,左门锁,"驾驶室左门打不开,客户报修左门锁打不开,更换左门锁后试车正常"
4616,雨刮总成,"雨刮臂不喷水,客户报修雨刮臂不喷水,安装固定软管后试车正常"
4617,起动机,"用户报修车打不着,用户报修车打不着,起动机磁力开关损坏，更换起动机。"
4618,手刹间隙,"手制动不灵,手刹不灵调整,调整手刹蹄片间隙后正常"
4619,液位计,"液压油箱液位计渗油,客户反应液位计渗油,液位计渗油"
4620,刹车管,"漏油,夹钳油管漏油,夹钳油管变形"
4621,空调继电器,"压缩机不转,空调不凉，压缩机不转鼓风机不转,继电器损坏"
4622,螺栓,"前轮漏油,轮边漏油,打紧螺丝故障排除"
4623,压缩机皮带,"空调不凉,空调不凉,调整皮带后工作正常，清理滤芯灰尘后工作正常"
4624,继电器,"不能启动,不能启动,经更换配件后，试机运作正常"
4625,起动机,"发动机不启动,车辆无法启动,起动机损坏"
4626,GPS,"更换GPS,现场查看发现GPS定位设备出现无数据更新,更换GPS定位设备后试车正常"
4627,螺栓,"异响,转向异响,重新紧固螺丝后试车正常"
4628,GPS,"GPS计时不准确。,GPS损坏,损坏"
4629,油管接头,"漏油,客户反应漏油,重新紧固后试车正常"
4630,推拉软轴,"大臂举升缓慢,客户反应大臂举升缓慢,重新调整紧固后试车正常"
4631,推拉软轴,"操纵杆重,操纵杆重,调节操纵软轴"
4632,喇叭,"空调不工作，喇叭不响,喇叭不响,喇叭失效导致不响"
4633,继电器,"空调不工作，喇叭不响,空调系统不工作,空调继电器失效"
4634,继电器,"空调继电器烧坏,空调继电器烧坏,继电器插脚松动"
4635,油管接头,"司机反应落臂快,司机反应落臂快,更换先导阀落臂管头，故障解决"
4636,压缩机皮带,"空调皮带异响,空调压缩机三角皮带异响,压缩机螺丝松动导致皮带异响"
4637,工作泵,"动臂举升慢,车举升时无力，铲不起料,泵内部泄露"
4638,加力器,"漏气,加力器漏气,更换足合垫后试车正常"
4639,O型圈,"大臂油管漏油,动臂油缸大腔渗油,O型圈变形，跟换后试车正常"
4640,风扇支架,"发动机异响,发动机异响,检查后机罩正常、检查风扇叶、风扇支架内部轴承损坏，风扇皮带损坏、造成该异响故障。为客户更换风扇支架及皮带后工作正常"
4641,雨刮总成,"雨刮水不工作,雨刮器不工作,雨刮电机螺丝松动"
4642,液位计,"液压油箱漏油,液压油箱漏油,液位计松动"
4643,手刹间隙,"手刹不灵,手刹不灵,制动器间隙过大"
4644,气管接头,"漏气,漏气,紧固打气泵软管接口处螺栓后试车正常。"
4645,雨刮总成,"雨刮不喷水,客户报修雨刮臂不喷水,安装固定软管后试车正常"
4646,前传动轴及支承总成,"传动轴断裂,客户在使用过程中发现前传动轴断裂,传动轴断裂"
4647,组合阀,"停久了气压会自动下降，漏气,组合阀漏气,组合阀漏气"
4648,压缩机皮带,"异响,异响,调整皮带后故障排除"
4649,刹车管,"刹车管漏刹车油,右前轮刹车钳管路漏油,右前轮刹车钳管路漏油"
4650,液位计,"液压油箱渗油,液位计漏油,液位计漏油"
4651,刹车管,"刹车漏油,刹车钳管路漏油,刹车钳管路漏油"
4652,左门锁,"门锁故障,门锁故障,正常坏"
4653,油管接头,"方向漏油,转向器漏油,油管接头松动造成轻向器汤油。加紧接头后使用正常"
4654,螺栓,"变速箱漏油,变速箱漏油,螺丝松动"
4655,加力器,"刹车片磨损！后加力器漏油,加力器加油盖喷油出来,加力器内部泄露"
4656,O型圈,"漏油,动臂油缸钢管漏油,堵头O型圈损坏"
4657,按钮阀,"漏气,按钮阀漏气,按钮阀损坏"
4658,GPS,"gps不定位,GPS不能定位,损坏"
4659,喇叭,"喇叭不响,收音机左喇叭不响，右喇叭有破声。,喇叭损坏"
4660,压缩机皮带,"空调皮带损坏,空调不制冷,空调压缩机皮带断裂"
4661,液位计,"液压油箱漏油,液压油箱漏油,液位计漏油"
4662,GPS,"GPS不定位,GPS不定位,更换GPS"
4663,气管接头,"用户反应发动机喷机油,用户反应发动机漏油，现在检查实为组合阀是被空调水打湿，接头松动处有气泡，用户以为是发动机喷油,接头松动紧固后试机整机运转正常"
4664,液位计,"液压油油位计漏油,液压油油位计漏油,漏油"
